episode,epsilon,total_reward
795.0,0.27047349116372127,-9.0
796.0,0.2703734578192731,7.0
797.0,0.27027342447482494,8.0
798.0,0.2701733911303768,8.0
799.0,0.27007335778592867,8.0
800.0,0.2699733244414805,7.0
801.0,0.26987329109703234,8.0
802.0,0.2697732577525842,-10.0
803.0,0.26967322440813607,7.0
804.0,0.2695731910636879,8.0
805.0,0.26947315771923974,-10.0
806.0,0.2693731243747916,10.0
807.0,0.26927309103034347,8.0
808.0,0.2691730576858953,-10.0
809.0,0.26907302434144714,-9.0
810.0,0.268972990996999,-11.0
811.0,0.26887295765255087,-4.0
812.0,0.2687729243081027,-10.0
813.0,0.26867289096365454,8.0
814.0,0.2685728576192064,8.0
815.0,0.26847282427475827,7.0
816.0,0.2683727909303101,7.0
817.0,0.26827275758586194,7.0
818.0,0.2681727242414138,-10.0
819.0,0.26807269089696567,8.0
820.0,0.2679726575525175,-11.0
821.0,0.26787262420806934,-8.0
822.0,0.2677725908636212,9.0
823.0,0.26767255751917307,-9.0
824.0,0.26757252417472493,-8.0
825.0,0.26747249083027674,8.0
826.0,0.2673724574858286,9.0
827.0,0.26727242414138047,-9.0
828.0,0.26717239079693234,-9.0
829.0,0.26707235745248414,9.0
830.0,0.266972324108036,9.0
831.0,0.26687229076358787,8.0
832.0,0.26677225741913974,9.0
833.0,0.26667222407469154,8.0
834.0,0.2665721907302434,-8.0
835.0,0.26647215738579527,-4.0
836.0,0.26637212404134714,9.0
837.0,0.26627209069689894,7.0
838.0,0.2661720573524508,-10.0
839.0,0.26607202400800267,-10.0
840.0,0.26597199066355454,-11.0
841.0,0.26587195731910634,9.0
842.0,0.2657719239746582,8.0
843.0,0.2656718906302101,-8.0
844.0,0.26557185728576194,8.0
845.0,0.26547182394131374,-9.0
846.0,0.2653717905968656,7.0
847.0,0.2652717572524175,-8.0
848.0,0.26517172390796934,8.0
849.0,0.26507169056352115,8.0
850.0,0.264971657219073,9.0
851.0,0.2648716238746249,8.0
852.0,0.26477159053017674,-11.0
853.0,0.26467155718572855,8.0
854.0,0.26457152384128046,-10.0
855.0,0.2644714904968323,8.0
856.0,0.26437145715238414,7.0
857.0,0.26427142380793595,-9.0
858.0,0.26417139046348787,8.0
859.0,0.2640713571190397,-9.0
860.0,0.26397132377459154,-11.0
861.0,0.26387129043014335,8.0
862.0,0.26377125708569527,-4.0
863.0,0.2636712237412471,8.0
864.0,0.26357119039679894,-10.0
865.0,0.26347115705235075,10.0
866.0,0.26337112370790267,8.0
867.0,0.2632710903634545,9.0
868.0,0.26317105701900634,8.0
869.0,0.2630710236745582,-10.0
870.0,0.26297099033011007,7.0
871.0,0.2628709569856619,-10.0
872.0,0.26277092364121374,-5.0
873.0,0.2626708902967656,-10.0
874.0,0.26257085695231747,-10.0
875.0,0.2624708236078693,-10.0
876.0,0.26237079026342114,7.0
877.0,0.262270756918973,8.0
878.0,0.26217072357452487,-4.0
879.0,0.2620706902300767,9.0
880.0,0.26197065688562854,-9.0
881.0,0.2618706235411804,-10.0
882.0,0.26177059019673227,-10.0
883.0,0.2616705568522841,-10.0
884.0,0.26157052350783594,7.0
885.0,0.2614704901633878,7.0
886.0,0.26137045681893967,7.0
887.0,0.2612704234744915,-8.0
888.0,0.26117039013004334,8.0
889.0,0.2610703567855952,8.0
890.0,0.26097032344114707,-8.0
891.0,0.2608702900966989,-8.0
892.0,0.26077025675225074,8.0
893.0,0.2606702234078026,7.0
894.0,0.26057019006335447,8.0
895.0,0.2604701567189063,-8.0
896.0,0.26037012337445814,7.0
897.0,0.26027009003001,7.0
898.0,0.26017005668556187,-9.0
899.0,0.26007002334111373,7.0
900.0,0.25996998999666554,8.0
901.0,0.2598699566522174,-4.0
902.0,0.25976992330776927,-4.0
903.0,0.25966988996332113,-8.0
904.0,0.25956985661887294,8.0
905.0,0.2594698232744248,-10.0
906.0,0.25936978992997667,-9.0
907.0,0.25926975658552853,-3.0
908.0,0.25916972324108034,8.0
909.0,0.2590696898966322,8.0
910.0,0.25896965655218407,8.0
911.0,0.25886962320773593,8.0
912.0,0.25876958986328774,-9.0
913.0,0.2586695565188396,-11.0
914.0,0.25856952317439147,8.0
915.0,0.25846948982994333,-8.0
916.0,0.25836945648549514,-4.0
917.0,0.258269423141047,-11.0
918.0,0.25816938979659887,10.0
919.0,0.25806935645215073,-8.0
920.0,0.25796932310770254,7.0
921.0,0.2578692897632544,8.0
922.0,0.25776925641880627,-5.0
923.0,0.25766922307435813,8.0
924.0,0.25756918972990994,7.0
925.0,0.2574691563854618,-4.0
926.0,0.25736912304101367,7.0
927.0,0.25726908969656553,7.0
928.0,0.25716905635211734,-9.0
929.0,0.25706902300766926,8.0
930.0,0.25696898966322107,-9.0
931.0,0.25686895631877293,8.0
932.0,0.25676892297432474,8.0
933.0,0.25666888962987666,8.0
934.0,0.25656885628542847,8.0
935.0,0.25646882294098033,7.0
936.0,0.25636878959653214,7.0
937.0,0.25626875625208406,10.0
938.0,0.25616872290763587,10.0
939.0,0.25606868956318773,-4.0
940.0,0.25596865621873954,-10.0
941.0,0.25586862287429146,-11.0
942.0,0.25576858952984327,-10.0
943.0,0.25566855618539513,8.0
944.0,0.255568522840947,-5.0
945.0,0.25546848949649886,8.0
946.0,0.25536845615205067,7.0
947.0,0.25526842280760254,8.0
948.0,0.2551683894631544,8.0
949.0,0.25506835611870626,8.0
950.0,0.25496832277425807,8.0
951.0,0.25486828942980994,8.0
952.0,0.2547682560853618,8.0
953.0,0.25466822274091366,-9.0
954.0,0.25456818939646547,-4.0
955.0,0.25446815605201734,-11.0
956.0,0.2543681227075692,8.0
957.0,0.25426808936312106,-8.0
958.0,0.25416805601867287,-10.0
959.0,0.25406802267422474,-10.0
960.0,0.2539679893297766,8.0
961.0,0.25386795598532846,8.0
962.0,0.2537679226408803,8.0
963.0,0.25366788929643214,-3.0
964.0,0.253567855951984,8.0
965.0,0.25346782260753586,7.0
966.0,0.2533677892630877,8.0
967.0,0.25326775591863954,8.0
968.0,0.2531677225741914,8.0
969.0,0.25306768922974326,-10.0
970.0,0.2529676558852951,-10.0
971.0,0.25286762254084694,8.0
972.0,0.2527675891963988,-10.0
973.0,0.25266755585195066,7.0
974.0,0.2525675225075025,9.0
975.0,0.25246748916305434,7.0
976.0,0.2523674558186062,8.0
977.0,0.25226742247415807,-8.0
978.0,0.25216738912970993,-8.0
979.0,0.25206735578526174,7.0
980.0,0.2519673224408136,-11.0
981.0,0.25186728909636547,-11.0
982.0,0.25176725575191733,8.0
983.0,0.25166722240746914,8.0
984.0,0.251567189063021,-10.0
985.0,0.25146715571857287,-3.0
986.0,0.25136712237412473,-10.0
987.0,0.25126708902967654,-5.0
988.0,0.2511670556852284,-10.0
989.0,0.25106702234078027,7.0
990.0,0.25096698899633213,7.0
991.0,0.25086695565188394,8.0
992.0,0.2507669223074358,-11.0
993.0,0.25066688896298767,8.0
994.0,0.25056685561853953,8.0
995.0,0.25046682227409134,8.0
996.0,0.2503667889296432,8.0
997.0,0.25026675558519507,-10.0
998.0,0.25016672224074693,10.0
999.0,0.25006668889629874,-11.0
1000.0,0.2499666555518506,8.0
1001.0,0.24986662220740247,8.0
1002.0,0.24976658886295433,10.0
1003.0,0.24966655551850614,8.0
1004.0,0.249566522174058,8.0
1005.0,0.24946648882960987,-9.0
1006.0,0.24936645548516173,-8.0
1007.0,0.24926642214071354,-8.0
1008.0,0.24916638879626546,7.0
1009.0,0.24906635545181727,8.0
1010.0,0.24896632210736913,8.0
1011.0,0.24886628876292094,-10.0
1012.0,0.24876625541847286,8.0
1013.0,0.24866622207402467,8.0
1014.0,0.24856618872957653,8.0
1015.0,0.24846615538512834,8.0
1016.0,0.24836612204068026,-10.0
1017.0,0.24826608869623207,8.0
1018.0,0.24816605535178393,7.0
1019.0,0.24806602200733574,9.0
1020.0,0.24796598866288766,-8.0
1021.0,0.24786595531843947,-11.0
1022.0,0.24776592197399133,-10.0
1023.0,0.2476658886295432,8.0
1024.0,0.24756585528509506,8.0
1025.0,0.24746582194064687,-11.0
1026.0,0.24736578859619873,-11.0
1027.0,0.2472657552517506,8.0
1028.0,0.24716572190730246,8.0
1029.0,0.24706568856285427,-4.0
1030.0,0.24696565521840613,8.0
1031.0,0.246865621873958,8.0
1032.0,0.24676558852950986,-9.0
1033.0,0.24666555518506167,8.0
1034.0,0.24656552184061353,-10.0
1035.0,0.2464654884961654,9.0
1036.0,0.24636545515171726,-4.0
1037.0,0.24626542180726907,8.0
1038.0,0.24616538846282093,-11.0
1039.0,0.2460653551183728,7.0
1040.0,0.24596532177392466,-10.0
1041.0,0.24586528842947647,-8.0
1042.0,0.24576525508502833,8.0
1043.0,0.2456652217405802,-10.0
1044.0,0.24556518839613206,-4.0
1045.0,0.24546515505168387,8.0
1046.0,0.24536512170723573,7.0
1047.0,0.2452650883627876,8.0
1048.0,0.24516505501833946,8.0
1049.0,0.24506502167389127,7.0
1050.0,0.24496498832944313,8.0
1051.0,0.244864954984995,-9.0
1052.0,0.24476492164054686,8.0
1053.0,0.24466488829609873,9.0
1054.0,0.24456485495165053,8.0
1055.0,0.2444648216072024,-3.0
1056.0,0.24436478826275426,-9.0
1057.0,0.24426475491830613,-10.0
1058.0,0.24416472157385793,-10.0
1059.0,0.2440646882294098,8.0
1060.0,0.24396465488496166,-10.0
1061.0,0.24386462154051353,8.0
1062.0,0.24376458819606533,8.0
1063.0,0.2436645548516172,-10.0
1064.0,0.24356452150716906,8.0
1065.0,0.24346448816272093,-3.0
1066.0,0.24336445481827274,-10.0
1067.0,0.2432644214738246,8.0
1068.0,0.24316438812937646,-5.0
1069.0,0.24306435478492833,-8.0
1070.0,0.24296432144048014,8.0
1071.0,0.242864288096032,-5.0
1072.0,0.24276425475158386,9.0
1073.0,0.24266422140713573,8.0
1074.0,0.24256418806268754,-9.0
1075.0,0.2424641547182394,8.0
1076.0,0.24236412137379126,7.0
1077.0,0.24226408802934313,-10.0
1078.0,0.24216405468489494,8.0
1079.0,0.2420640213404468,8.0
1080.0,0.24196398799599866,8.0
1081.0,0.24186395465155053,8.0
1082.0,0.24176392130710234,7.0
1083.0,0.24166388796265426,8.0
1084.0,0.24156385461820606,-9.0
1085.0,0.24146382127375793,-10.0
1086.0,0.24136378792930974,-8.0
1087.0,0.24126375458486166,8.0
1088.0,0.24116372124041346,8.0
1089.0,0.24106368789596533,-9.0
1090.0,0.24096365455151714,-9.0
1091.0,0.24086362120706906,-4.0
1092.0,0.24076358786262086,8.0
1093.0,0.24066355451817273,8.0
1094.0,0.24056352117372454,-10.0
1095.0,0.24046348782927646,8.0
1096.0,0.24036345448482827,-10.0
1097.0,0.24026342114038013,8.0
1098.0,0.240163387795932,-3.0
1099.0,0.24006335445148386,8.0
1100.0,0.23996332110703567,-10.0
1101.0,0.23986328776258753,8.0
1102.0,0.2397632544181394,-10.0
1103.0,0.23966322107369126,-10.0
1104.0,0.23956318772924307,-3.0
1105.0,0.23946315438479493,-3.0
1106.0,0.2393631210403468,8.0
1107.0,0.23926308769589866,9.0
1108.0,0.23916305435145047,-8.0
1109.0,0.23906302100700233,8.0
1110.0,0.2389629876625542,7.0
1111.0,0.23886295431810606,-10.0
1112.0,0.23876292097365787,8.0
1113.0,0.23866288762920973,8.0
1114.0,0.2385628542847616,-4.0
1115.0,0.23846282094031346,-8.0
1116.0,0.23836278759586527,-8.0
1117.0,0.23826275425141713,-10.0
1118.0,0.238162720906969,8.0
1119.0,0.23806268756252086,-9.0
1120.0,0.23796265421807267,8.0
1121.0,0.23786262087362453,7.0
1122.0,0.2377625875291764,8.0
1123.0,0.23766255418472826,10.0
1124.0,0.23756252084028007,-10.0
1125.0,0.23746248749583193,-9.0
1126.0,0.2373624541513838,9.0
1127.0,0.23726242080693566,8.0
1128.0,0.23716238746248752,7.0
1129.0,0.23706235411803933,8.0
1130.0,0.2369623207735912,-8.0
1131.0,0.23686228742914306,-8.0
1132.0,0.23676225408469492,7.0
1133.0,0.23666222074024673,-10.0
1134.0,0.2365621873957986,-8.0
1135.0,0.23646215405135046,-9.0
1136.0,0.23636212070690232,-9.0
1137.0,0.23626208736245413,-3.0
1138.0,0.236162054018006,-8.0
1139.0,0.23606202067355786,8.0
1140.0,0.23596198732910972,8.0
1141.0,0.23586195398466153,7.0
1142.0,0.2357619206402134,8.0
1143.0,0.23566188729576526,-10.0
1144.0,0.23556185395131712,8.0
1145.0,0.23546182060686893,-10.0
1146.0,0.2353617872624208,7.0
1147.0,0.23526175391797266,-3.0
1148.0,0.23516172057352452,-5.0
1149.0,0.23506168722907633,7.0
1150.0,0.2349616538846282,8.0
1151.0,0.23486162054018006,8.0
1152.0,0.23476158719573192,8.0
1153.0,0.23466155385128373,-10.0
1154.0,0.2345615205068356,7.0
1155.0,0.23446148716238746,8.0
1156.0,0.23436145381793932,7.0
1157.0,0.23426142047349113,7.0
1158.0,0.23416138712904305,8.0
1159.0,0.23406135378459486,8.0
1160.0,0.23396132044014673,8.0
1161.0,0.23386128709569853,8.0
1162.0,0.23376125375125045,7.0
1163.0,0.23366122040680226,9.0
1164.0,0.23356118706235413,-8.0
1165.0,0.23346115371790593,8.0
1166.0,0.23336112037345785,-11.0
1167.0,0.23326108702900966,7.0
1168.0,0.23316105368456153,7.0
1169.0,0.23306102034011333,-3.0
1170.0,0.23296098699566525,-9.0
1171.0,0.23286095365121706,8.0
1172.0,0.23276092030676893,7.0
1173.0,0.2326608869623208,7.0
1174.0,0.23256085361787265,8.0
1175.0,0.23246082027342446,-3.0
1176.0,0.23236078692897633,8.0
1177.0,0.2322607535845282,10.0
1178.0,0.23216072024008005,-3.0
1179.0,0.23206068689563186,-11.0
1180.0,0.23196065355118373,8.0
1181.0,0.2318606202067356,-10.0
1182.0,0.23176058686228745,8.0
1183.0,0.23166055351783926,-10.0
1184.0,0.23156052017339113,8.0
1185.0,0.231460486828943,-3.0
1186.0,0.23136045348449485,-10.0
1187.0,0.23126042014004666,8.0
1188.0,0.23116038679559853,-9.0
1189.0,0.2310603534511504,-8.0
1190.0,0.23096032010670225,-10.0
1191.0,0.23086028676225406,7.0
1192.0,0.23076025341780593,8.0
1193.0,0.2306602200733578,-8.0
1194.0,0.23056018672890966,7.0
1195.0,0.23046015338446146,8.0
1196.0,0.23036012004001333,8.0
1197.0,0.2302600866955652,-5.0
1198.0,0.23016005335111706,-11.0
1199.0,0.23006002000666886,8.0
1200.0,0.22995998666222073,8.0
1201.0,0.2298599533177726,-4.0
1202.0,0.22975991997332446,8.0
1203.0,0.22965988662887632,7.0
1204.0,0.22955985328442813,8.0
1205.0,0.22945981993998,8.0
1206.0,0.22935978659553186,10.0
1207.0,0.22925975325108372,-10.0
1208.0,0.22915971990663553,-3.0
1209.0,0.2290596865621874,7.0
1210.0,0.22895965321773926,-4.0
1211.0,0.22885961987329112,8.0
1212.0,0.22875958652884293,7.0
1213.0,0.2286595531843948,10.0
1214.0,0.22855951983994666,-4.0
1215.0,0.22845948649549852,8.0
1216.0,0.22835945315105033,-3.0
1217.0,0.2282594198066022,7.0
1218.0,0.22815938646215406,-9.0
1219.0,0.22805935311770592,-3.0
1220.0,0.22795931977325773,8.0
1221.0,0.2278592864288096,-3.0
1222.0,0.22775925308436146,7.0
1223.0,0.22765921973991332,8.0
1224.0,0.22755918639546513,8.0
1225.0,0.227459153051017,-8.0
1226.0,0.22735911970656886,8.0
1227.0,0.22725908636212072,7.0
1228.0,0.22715905301767253,8.0
1229.0,0.2270590196732244,8.0
1230.0,0.22695898632877626,8.0
1231.0,0.22685895298432812,7.0
1232.0,0.22675891963987993,-11.0
1233.0,0.2266588862954318,-10.0
1234.0,0.22655885295098366,8.0
1235.0,0.22645881960653552,8.0
1236.0,0.22635878626208733,7.0
1237.0,0.22625875291763925,8.0
1238.0,0.22615871957319106,7.0
1239.0,0.22605868622874292,-11.0
1240.0,0.22595865288429473,8.0
1241.0,0.22585861953984665,8.0
1242.0,0.22575858619539846,-11.0
1243.0,0.22565855285095032,-9.0
1244.0,0.22555851950650213,8.0
1245.0,0.22545848616205405,-4.0
1246.0,0.22535845281760586,8.0
1247.0,0.22525841947315772,-11.0
1248.0,0.22515838612870953,8.0
1249.0,0.22505835278426145,8.0
1250.0,0.22495831943981326,10.0
1251.0,0.22485828609536512,8.0
1252.0,0.224758252750917,8.0
1253.0,0.22465821940646885,-9.0
1254.0,0.22455818606202066,8.0
1255.0,0.22445815271757252,-8.0
1256.0,0.2243581193731244,-3.0
1257.0,0.22425808602867625,8.0
1258.0,0.22415805268422806,-11.0
1259.0,0.22405801933977992,9.0
1260.0,0.2239579859953318,8.0
1261.0,0.22385795265088365,8.0
1262.0,0.22375791930643546,8.0
1263.0,0.22365788596198732,-10.0
1264.0,0.2235578526175392,7.0
1265.0,0.22345781927309105,8.0
1266.0,0.22335778592864286,-3.0
1267.0,0.22325775258419472,-3.0
1268.0,0.2231577192397466,7.0
1269.0,0.22305768589529845,-9.0
1270.0,0.22295765255085026,8.0
1271.0,0.22285761920640212,10.0
1272.0,0.222757585861954,-3.0
1273.0,0.22265755251750585,-11.0
1274.0,0.22255751917305766,-10.0
1275.0,0.22245748582860952,8.0
1276.0,0.2223574524841614,-8.0
1277.0,0.22225741913971325,7.0
1278.0,0.22215738579526506,-11.0
1279.0,0.22205735245081692,7.0
1280.0,0.2219573191063688,8.0
1281.0,0.22185728576192065,8.0
1282.0,0.22175725241747252,-11.0
1283.0,0.22165721907302433,-8.0
1284.0,0.2215571857285762,-10.0
1285.0,0.22145715238412805,7.0
1286.0,0.22135711903967992,-11.0
1287.0,0.22125708569523173,10.0
1288.0,0.2211570523507836,-11.0
1289.0,0.22105701900633545,7.0
1290.0,0.22095698566188732,-10.0
1291.0,0.22085695231743913,-10.0
1292.0,0.220756918972991,-8.0
1293.0,0.22065688562854285,8.0
1294.0,0.22055685228409472,8.0
1295.0,0.22045681893964653,-10.0
1296.0,0.2203567855951984,7.0
1297.0,0.22025675225075025,8.0
1298.0,0.22015671890630212,8.0
1299.0,0.22005668556185393,-3.0
1300.0,0.2199566522174058,-8.0
1301.0,0.21985661887295765,-9.0
1302.0,0.21975658552850952,8.0
1303.0,0.21965655218406133,7.0
1304.0,0.2195565188396132,8.0
1305.0,0.21945648549516505,-8.0
1306.0,0.21935645215071692,-3.0
1307.0,0.21925641880626873,-11.0
1308.0,0.2191563854618206,-9.0
1309.0,0.21905635211737245,8.0
1310.0,0.21895631877292432,8.0
1311.0,0.21885628542847613,-10.0
1312.0,0.21875625208402805,-10.0
1313.0,0.21865621873957986,-10.0
1314.0,0.21855618539513172,-10.0
1315.0,0.21845615205068353,8.0
1316.0,0.21835611870623545,-9.0
1317.0,0.21825608536178726,8.0
1318.0,0.21815605201733912,8.0
1319.0,0.21805601867289093,10.0
1320.0,0.21795598532844285,8.0
1321.0,0.21785595198399466,8.0
1322.0,0.21775591863954652,8.0
1323.0,0.21765588529509833,7.0
1324.0,0.21755585195065025,-10.0
1325.0,0.21745581860620206,10.0
1326.0,0.21735578526175392,7.0
1327.0,0.21725575191730578,-8.0
1328.0,0.21715571857285765,-9.0
1329.0,0.21705568522840946,8.0
1330.0,0.21695565188396132,8.0
1331.0,0.21685561853951318,-3.0
1332.0,0.21675558519506505,-10.0
1333.0,0.21665555185061686,-5.0
1334.0,0.21655551850616872,8.0
1335.0,0.21645548516172058,8.0
1336.0,0.21635545181727245,7.0
1337.0,0.21625541847282426,-10.0
1338.0,0.21615538512837612,9.0
1339.0,0.21605535178392798,7.0
1340.0,0.21595531843947985,8.0
1341.0,0.21585528509503166,8.0
1342.0,0.21575525175058352,8.0
1343.0,0.21565521840613538,7.0
1344.0,0.21555518506168725,9.0
1345.0,0.21545515171723906,8.0
1346.0,0.21535511837279092,9.0
1347.0,0.21525508502834279,7.0
1348.0,0.21515505168389465,-10.0
1349.0,0.21505501833944646,8.0
1350.0,0.21495498499499832,8.0
1351.0,0.21485495165055019,-3.0
1352.0,0.21475491830610205,9.0
1353.0,0.21465488496165386,9.0
1354.0,0.21455485161720572,9.0
1355.0,0.21445481827275759,-11.0
1356.0,0.21435478492830945,8.0
1357.0,0.2142547515838613,-9.0
1358.0,0.21415471823941312,7.0
1359.0,0.21405468489496499,9.0
1360.0,0.21395465155051685,-11.0
1361.0,0.21385461820606871,-9.0
1362.0,0.21375458486162052,8.0
1363.0,0.2136545515171724,7.0
1364.0,0.21355451817272425,-9.0
1365.0,0.21345448482827611,-11.0
1366.0,0.21335445148382792,10.0
1367.0,0.2132544181393798,9.0
1368.0,0.21315438479493165,-9.0
1369.0,0.21305435145048351,8.0
1370.0,0.21295431810603532,10.0
1371.0,0.2128542847615872,8.0
1372.0,0.21275425141713905,9.0
1373.0,0.21265421807269091,8.0
1374.0,0.21255418472824272,8.0
1375.0,0.2124541513837946,-10.0
1376.0,0.21235411803934645,-3.0
1377.0,0.21225408469489832,8.0
1378.0,0.21215405135045012,-10.0
1379.0,0.212054018006002,-10.0
1380.0,0.21195398466155385,8.0
1381.0,0.21185395131710572,-11.0
1382.0,0.21175391797265752,-10.0
1383.0,0.2116538846282094,8.0
1384.0,0.21155385128376125,7.0
1385.0,0.21145381793931312,8.0
1386.0,0.21135378459486492,8.0
1387.0,0.21125375125041684,8.0
1388.0,0.21115371790596865,-10.0
1389.0,0.21105368456152052,7.0
1390.0,0.21095365121707232,-8.0
1391.0,0.21085361787262424,8.0
1392.0,0.21075358452817605,10.0
1393.0,0.21065355118372792,-8.0
1394.0,0.21055351783927972,8.0
1395.0,0.21045348449483164,7.0
1396.0,0.21035345115038345,7.0
1397.0,0.21025341780593532,8.0
1398.0,0.21015338446148712,-4.0
1399.0,0.21005335111703904,7.0
1400.0,0.20995331777259085,-10.0
1401.0,0.20985328442814272,-11.0
1402.0,0.20975325108369458,9.0
1403.0,0.20965321773924644,8.0
1404.0,0.20955318439479825,-9.0
1405.0,0.20945315105035012,7.0
1406.0,0.20935311770590198,-10.0
1407.0,0.20925308436145384,8.0
1408.0,0.20915305101700565,7.0
1409.0,0.20905301767255752,8.0
1410.0,0.20895298432810938,8.0
1411.0,0.20885295098366125,10.0
1412.0,0.20875291763921305,-11.0
1413.0,0.20865288429476492,9.0
1414.0,0.20855285095031678,8.0
1415.0,0.20845281760586865,-10.0
1416.0,0.20835278426142045,7.0
1417.0,0.20825275091697232,8.0
1418.0,0.20815271757252418,-5.0
1419.0,0.20805268422807605,7.0
1420.0,0.20795265088362785,7.0
1421.0,0.20785261753917972,-4.0
1422.0,0.20775258419473158,7.0
1423.0,0.20765255085028345,-9.0
1424.0,0.20755251750583525,8.0
1425.0,0.20745248416138712,-4.0
1426.0,0.20735245081693898,-10.0
1427.0,0.20725241747249085,8.0
1428.0,0.20715238412804265,-3.0
1429.0,0.20705235078359452,-10.0
1430.0,0.20695231743914638,7.0
1431.0,0.20685228409469825,-5.0
1432.0,0.2067522507502501,-4.0
1433.0,0.20665221740580192,7.0
1434.0,0.20655218406135378,9.0
1435.0,0.20645215071690565,8.0
1436.0,0.2063521173724575,10.0
1437.0,0.20625208402800932,-9.0
1438.0,0.20615205068356118,8.0
1439.0,0.20605201733911305,8.0
1440.0,0.2059519839946649,-10.0
1441.0,0.20585195065021672,-9.0
1442.0,0.20575191730576858,8.0
1443.0,0.20565188396132045,8.0
1444.0,0.2055518506168723,-8.0
1445.0,0.20545181727242412,-10.0
1446.0,0.20535178392797598,-10.0
1447.0,0.20525175058352785,10.0
1448.0,0.2051517172390797,-8.0
1449.0,0.20505168389463152,-8.0
1450.0,0.20495165055018338,-9.0
1451.0,0.20485161720573525,-9.0
1452.0,0.2047515838612871,-10.0
1453.0,0.20465155051683892,8.0
1454.0,0.20455151717239078,8.0
1455.0,0.20445148382794265,9.0
1456.0,0.2043514504834945,10.0
1457.0,0.20425141713904632,-10.0
1458.0,0.20415138379459818,8.0
1459.0,0.20405135045015005,-10.0
1460.0,0.2039513171057019,8.0
1461.0,0.20385128376125372,7.0
1462.0,0.20375125041680564,8.0
1463.0,0.20365121707235745,8.0
1464.0,0.2035511837279093,10.0
1465.0,0.20345115038346112,-8.0
1466.0,0.20335111703901304,8.0
1467.0,0.20325108369456485,-10.0
1468.0,0.2031510503501167,7.0
1469.0,0.20305101700566852,-9.0
1470.0,0.20295098366122044,-11.0
1471.0,0.20285095031677225,-9.0
1472.0,0.2027509169723241,-11.0
1473.0,0.20265088362787592,-10.0
1474.0,0.20255085028342784,-10.0
1475.0,0.20245081693897965,7.0
1476.0,0.2023507835945315,-11.0
1477.0,0.20225075025008338,-10.0
1478.0,0.20215071690563524,-10.0
1479.0,0.20205068356118705,-8.0
1480.0,0.20195065021673891,9.0
1481.0,0.20185061687229078,7.0
1482.0,0.20175058352784264,-10.0
1483.0,0.20165055018339445,-4.0
1484.0,0.20155051683894631,9.0
1485.0,0.20145048349449818,-9.0
1486.0,0.20135045015005004,-10.0
1487.0,0.20125041680560185,-4.0
1488.0,0.20115038346115371,7.0
1489.0,0.20105035011670558,8.0
1490.0,0.20095031677225744,-9.0
1491.0,0.20085028342780925,-11.0
1492.0,0.20075025008336111,-11.0
1493.0,0.20065021673891298,-9.0
1494.0,0.20055018339446484,7.0
1495.0,0.20045015005001665,7.0
1496.0,0.20035011670556852,8.0
1497.0,0.20025008336112038,10.0
1498.0,0.20015005001667224,-8.0
1499.0,0.20005001667222405,7.0
1500.0,0.19994998332777592,8.0
1501.0,0.19984994998332778,-11.0
1502.0,0.19974991663887964,10.0
1503.0,0.19964988329443145,-8.0
1504.0,0.19954984994998332,-3.0
1505.0,0.19944981660553518,8.0
1506.0,0.19934978326108704,7.0
1507.0,0.19924974991663885,8.0
1508.0,0.19914971657219072,-8.0
1509.0,0.19904968322774258,8.0
1510.0,0.19894964988329444,7.0
1511.0,0.19884961653884625,-8.0
1512.0,0.19874958319439812,7.0
1513.0,0.19864954984994998,-4.0
1514.0,0.19854951650550184,7.0
1515.0,0.19844948316105365,9.0
1516.0,0.19834944981660552,-9.0
1517.0,0.19824941647215738,-10.0
1518.0,0.19814938312770924,-9.0
1519.0,0.19804934978326105,8.0
1520.0,0.19794931643881292,8.0
1521.0,0.19784928309436478,-11.0
1522.0,0.19774924974991664,-10.0
1523.0,0.1976492164054685,-5.0
1524.0,0.19754918306102032,8.0
1525.0,0.19744914971657218,7.0
1526.0,0.19734911637212404,8.0
1527.0,0.1972490830276759,-3.0
1528.0,0.19714904968322772,-9.0
1529.0,0.19704901633877958,9.0
1530.0,0.19694898299433145,8.0
1531.0,0.1968489496498833,-11.0
1532.0,0.19674891630543512,7.0
1533.0,0.19664888296098698,-8.0
1534.0,0.19654884961653885,9.0
1535.0,0.1964488162720907,-8.0
1536.0,0.19634878292764252,9.0
1537.0,0.19624874958319438,-9.0
1538.0,0.19614871623874625,-3.0
1539.0,0.1960486828942981,-11.0
1540.0,0.19594864954984997,-4.0
1541.0,0.19584861620540178,-10.0
1542.0,0.19574858286095365,8.0
1543.0,0.1956485495165055,-3.0
1544.0,0.19554851617205737,8.0
1545.0,0.19544848282760918,9.0
1546.0,0.19534844948316105,8.0
1547.0,0.1952484161387129,7.0
1548.0,0.19514838279426477,8.0
1549.0,0.19504834944981658,-9.0
1550.0,0.19494831610536845,8.0
1551.0,0.1948482827609203,8.0
1552.0,0.19474824941647217,-10.0
1553.0,0.19464821607202404,8.0
1554.0,0.19454818272757585,8.0
1555.0,0.1944481493831277,-9.0
1556.0,0.19434811603867957,7.0
1557.0,0.19424808269423144,-10.0
1558.0,0.19414804934978325,7.0
1559.0,0.1940480160053351,-10.0
1560.0,0.19394798266088698,8.0
1561.0,0.19384794931643884,7.0
1562.0,0.19374791597199065,8.0
1563.0,0.1936478826275425,7.0
1564.0,0.19354784928309438,-11.0
1565.0,0.19344781593864624,-11.0
